"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT1G36240",0,3.48549501030748,1,0,0,"AT1G36240"
"AT1G48180",0,0.561723374953411,0.555,0,0,"AT1G48180"
"AT1G63200",0,0.649274940466458,0.633,0,0,"AT1G63200"
"AT1G71920",0,0.357132590667532,0.479,0,0,"AT1G71920"
"AT1G80740",0,1.01910172857672,0.765,0,0,"AT1G80740"
"AT5G09370",0,1.41820309862661,0.697,0,0,"AT5G09370"
"AT5G09570",0,3.45703642541806,1,0,0,"AT5G09570"
"AT5G46060",0,0.709289250081619,0.725,0,0,"AT5G46060"
"AT5G54000",0,0.577107053477427,0.539,0,0,"AT5G54000"
"AT3G28190",0,0.42729064497996,0.514,0,0,"AT3G28190"
"AT2G07675",0,0.85326332102255,0.74,0,0,"AT2G07675"
"AT2G26820",0,0.913132964246058,0.733,0,0,"AT2G26820"
"AT2G28340",0,0.461405991097017,0.555,0,0,"AT2G28340"
"AT4G18150",0,1.49213881915239,0.941,0,0,"AT4G18150"
"AT4G20095",0,0.378367363461581,0.493,0,0,"AT4G20095"
"ATMG01280",0,0.581082558062425,0.58,0,0,"ATMG01280"
"ATCG00890",0,0.529077686776322,0.529,0,0,"ATCG00890"
"AT5G50680",6.82178916443743e-301,0.32376647156666,0.44,0,1.25227583691578e-296,"AT5G50680"
"AT3G25080",1.67841258880357e-295,0.349823319899285,0.434,0,3.08106198926671e-291,"AT3G25080"
"AT4G00540",3.38555574136334e-282,0.378929866797096,0.418,0,6.21486467442069e-278,"AT4G00540"
"AT1G19397",2.53223147476037e-260,0.709731606034467,0.393,0,4.64841731821761e-256,"AT1G19397"
"AT5G34830",1.41647185947828e-236,0.27319633847785,0.364,0,2.60021739244427e-232,"AT5G34830"
"AT4G22790",1.19266255223441e-218,0.263329548619976,0.341,0,2.1893706471367e-214,"AT4G22790"
"ATCG01280",9.00975492042813e-209,0.256652509653236,0.328,0,1.65392071074299e-204,"ATCG01280"
"AT1G59940",4.6826364228361e-196,0.272893833217828,0.31,0,8.59591568140022e-192,"AT1G59940"
"AT5G38020",3.24947902931602e-179,0.283081341621972,0.288,0,5.96506865411542e-175,"AT5G38020"
"AT5G44570",1.8961452071464e-169,0.635275422333935,0.274,0,3.48075375675865e-165,"AT5G44570"
"AT3G03190",2.00625202349449e-164,0.455798742298669,0.267,0,3.68287683952884e-160,"AT3G03190"
"AT5G39000",3.89346849950372e-155,0.286457229812996,0.255,0,7.14724012453898e-151,"AT5G39000"
"AT3G20370",2.43643421632795e-152,0.288553080737092,0.25,0,4.47256229091322e-148,"AT3G20370"
"AT1G61255",8.35213033993837e-124,0.35851337201148,0.209,0,1.53320056650249e-119,"AT1G61255"
"AT1G69180",9.07090931292062e-57,0.577583959463525,0.1,0,1.66514682257284e-52,"AT1G69180"
"AT5G36710",0,1.75169705802839,0.568,0.001,0,"AT5G36710"
"AT3G03080",0,0.461650971503942,0.531,0.001,0,"AT3G03080"
"AT3G13700",0,0.352545270465964,0.453,0.001,0,"AT3G13700"
"AT4G38070",0,1.09212627308951,0.772,0.001,0,"AT4G38070"
"AT4G15280",5.97294901436534e-289,0.347853135088714,0.429,0.001,1.09645425056705e-284,"AT4G15280"
"AT3G24360",4.83555421821473e-268,0.294651646941823,0.404,0.001,8.87662687837678e-264,"AT3G24360"
"AT2G35550",1.3399038621122e-249,0.274807556544291,0.381,0.001,2.45966151967937e-245,"AT2G35550"
"AT4G15160",1.45085988966137e-206,0.658556290436645,0.326,0.001,2.66334349945137e-202,"AT4G15160"
"AT2G16760",1.25303044312467e-194,0.305532888946799,0.311,0.001,2.30018798444395e-190,"AT2G16760"
"AT4G00250",0,0.995372732642908,0.827,0.002,0,"AT4G00250"
"AT4G02700",0,1.28484793998541,0.673,0.002,0,"AT4G02700"
"AT1G58400",0,0.561564132392601,0.588,0.003,0,"AT1G58400"
"AT3G22142",0,2.82998167592172,0.905,0.003,0,"AT3G22142"
"AT3G61160",0,0.406286554762719,0.477,0.003,0,"AT3G61160"
"AT5G17165",8.94749416294855e-168,0.270969330100298,0.277,0.003,1.64249150349246e-163,"AT5G17165"
"AT3G10190",3.15126715028914e-176,0.327232972952917,0.291,0.004,5.78478110778577e-172,"AT3G10190"
"AT1G75430",2.16874067001013e-154,0.292288566210044,0.261,0.004,3.98115724793759e-150,"AT1G75430"
"AT5G43330",0,0.660427365882775,0.678,0.005,0,"AT5G43330"
"AT4G26170",2.31849143897176e-240,0.321361438018355,0.379,0.005,4.25605473452047e-236,"AT4G26170"
"AT4G28170",2.2051178855092e-266,0.401333906990778,0.411,0.006,4.04793490242924e-262,"AT4G28170"
"AT1G59740",1.94245503974257e-117,0.252139335655171,0.211,0.006,3.56576471645544e-113,"AT1G59740"
"AT5G59240",0,0.745597656257009,0.674,0.007,0,"AT5G59240"
"AT3G44770",0,0.382376534439011,0.484,0.007,0,"AT3G44770"
"AT2G48150",0,0.369175531843607,0.478,0.007,0,"AT2G48150"
"AT2G23010",1.22402129827677e-268,0.410920073484893,0.414,0.007,2.24693589724666e-264,"AT2G23010"
"AT5G38650",0,0.597698659265425,0.654,0.008,0,"AT5G38650"
"AT3G56730",0,2.04425553741524,0.972,0.008,0,"AT3G56730"
"AT4G32210",0,0.988697693430494,0.823,0.008,0,"AT4G32210"
"AT3G19400",2.83946725054196e-217,0.262153747576724,0.355,0.008,5.21241003181987e-213,"AT3G19400"
"AT5G05460",3.04475104155947e-204,0.266053503794582,0.338,0.008,5.58924948699073e-200,"AT5G05460"
"AT1G54010",2.41080482401397e-189,1.07805812112737,0.316,0.008,4.42551441544245e-185,"AT1G54010"
"AT5G37600",0,0.759460157850601,0.638,0.009,0,"AT5G37600"
"AT5G65510",0,0.861638757600315,0.69,0.009,0,"AT5G65510"
"AT3G50660",0,0.740614174621627,0.679,0.009,0,"AT3G50660"
"AT5G49630",4.2469251057026e-173,0.382921520300128,0.297,0.009,7.79608041653826e-169,"AT5G49630"
"AT5G36910",3.06798252811118e-84,0.638732670399645,0.167,0.009,5.63189552685369e-80,"AT5G36910"
"AT5G47250",2.01024785463453e-254,0.316825441883054,0.406,0.011,3.6902119867526e-250,"AT5G47250"
"AT3G63280",8.92378758488838e-302,0.427969403539636,0.46,0.012,1.63813968695796e-297,"AT3G63280"
"AT2G07776",6.74263325837786e-289,0.375145644672387,0.45,0.012,1.23774518724042e-284,"AT2G07776"
"AT2G34810",6.57822248453593e-96,0.504444718523425,0.191,0.012,1.20756430148626e-91,"AT2G34810"
"AT2G37770",3.85060557646008e-81,0.41865548370061,0.169,0.012,7.06855665670778e-77,"AT2G37770"
"AT5G02560",0,0.383175808892012,0.479,0.013,0,"AT5G02560"
"AT4G16770",0,0.455956584893047,0.498,0.013,0,"AT4G16770"
"AT3G24880",2.22096452464308e-217,0.272919487194174,0.365,0.013,4.0770245778873e-213,"AT3G24880"
"AT5G51750",3.74177849919241e-121,0.281538523818715,0.232,0.013,6.8687827909675e-117,"AT5G51750"
"AT5G52540",3.05869013540129e-263,0.316488092850064,0.423,0.014,5.61483748155615e-259,"AT5G52540"
"AT4G19400",0,0.92043445194612,0.793,0.015,0,"AT4G19400"
"AT3G26420",0,1.31999906646688,0.912,0.016,0,"AT3G26420"
"AT2G27190",7.37656097321847e-285,0.335593931180042,0.451,0.016,1.35411529785371e-280,"AT2G27190"
"AT1G21310",1.90858326562109e-234,0.902300767958746,0.394,0.017,3.50358630070063e-230,"AT1G21310"
"AT3G60040",0,0.461097154764203,0.573,0.018,0,"AT3G60040"
"AT5G44572",1.48989981160493e-96,0.684576079841668,0.202,0.018,2.73500908416317e-92,"AT5G44572"
"AT5G19060",5.25511533208247e-191,0.279338166420283,0.343,0.019,9.64681521510379e-187,"AT5G19060"
"AT5G05630",2.443209175916e-183,0.296708555825504,0.33,0.019,4.484999084229e-179,"AT5G05630"
"AT4G02330",4.17287651038469e-207,0.431171948673482,0.361,0.02,7.66014941011317e-203,"AT4G02330"
"AT4G33467",6.6674226399244e-36,0.290685065150151,0.106,0.02,1.22393877401092e-31,"AT4G33467"
"AT5G23570",0,0.507266830770968,0.553,0.021,0,"AT5G23570"
"AT5G46640",0,0.433822254827482,0.545,0.021,0,"AT5G46640"
"AT1G78290",4.69201206779922e-158,0.289454198390946,0.299,0.021,8.61312655285903e-154,"AT1G78290"
"AT3G61250",1.00194788042593e-155,0.319495084344095,0.295,0.021,1.83927572409788e-151,"AT3G61250"
"AT2G38530",4.73852748879899e-264,1.44200197832591,0.445,0.022,8.69851491118831e-260,"AT2G38530"
"AT5G67180",5.50580449558432e-235,0.354263098432159,0.406,0.022,1.01070053125441e-230,"AT5G67180"
"AT2G01540",3.56587709436633e-223,0.262213490933863,0.392,0.022,6.54588058212826e-219,"AT2G01540"
"AT5G05640",0,0.42504128009201,0.511,0.023,0,"AT5G05640"
"AT1G54930",0,0.623226104463267,0.617,0.024,0,"AT1G54930"
"AT5G57790",9.46834114301718e-288,0.34181714276341,0.47,0.024,1.73810338362366e-283,"AT5G57790"
"AT2G23150",1.41279458259639e-173,0.269020206148682,0.329,0.024,2.5934670152722e-169,"AT2G23150"
"AT3G54600",4.25902919855542e-99,0.432678461293978,0.219,0.024,7.81829989978818e-95,"AT3G54600"
"AT4G01400",1.99141054222681e-297,0.365699754598156,0.482,0.025,3.65563233236575e-293,"AT4G01400"
"AT1G31710",9.97029773734919e-266,0.457737058748953,0.444,0.025,1.83024755564519e-261,"AT1G31710"
"AT5G46780",1.75439935734219e-219,0.392799396927501,0.392,0.026,3.22055090027306e-215,"AT5G46780"
"AT1G57980",3.28800648662527e-185,0.373577211692744,0.344,0.026,6.03579350749801e-181,"AT1G57980"
"AT1G24020",3.48062943639469e-93,0.632344639580977,0.217,0.026,6.38939145638972e-89,"AT1G24020"
"AT1G13950",0,1.66544586379671,0.949,0.027,0,"AT1G13950"
"AT1G29670",1.25973810970723e-28,0.292150152506834,0.105,0.027,2.31250124798957e-24,"AT1G29670"
"AT4G17670",2.11824235365347e-302,0.569372054713002,0.493,0.028,3.88845748860168e-298,"AT4G17670"
"AT2G17520",1.33555304487607e-259,0.367889951198982,0.445,0.028,2.451674724479e-255,"AT2G17520"
"AT1G59970",3.51676076009362e-183,0.252819480782054,0.35,0.028,6.45571772730385e-179,"AT1G59970"
"ATCG00210",0,2.87550406630659,0.985,0.029,0,"ATCG00210"
"AT1G75780",2.50613765053486e-232,0.388265055983185,0.412,0.029,4.60051688508684e-228,"AT1G75780"
"AT1G70520",1.37349923703111e-142,0.429415432061619,0.299,0.032,2.521332549418e-138,"AT1G70520"
"AT5G57130",6.7378484563808e-135,0.276295282645241,0.29,0.032,1.23686684113782e-130,"AT5G57130"
"AT3G63430",7.73509429577256e-156,0.337907268607793,0.319,0.033,1.41993125987497e-151,"AT3G63430"
"AT2G24700",0,0.552966942942305,0.621,0.034,0,"AT2G24700"
"AT5G67600",6.05110539478635e-245,0.30197274581757,0.44,0.034,1.11080141732093e-240,"AT5G67600"
"AT1G04635",6.65393632700981e-212,0.270090816445035,0.399,0.035,1.22146309154919e-207,"AT1G04635"
"AT3G45210",8.76903298480148e-217,0.302514080848375,0.404,0.036,1.60973138502001e-212,"AT3G45210"
"AT3G61750",5.3125721134823e-158,0.251557517186821,0.33,0.037,9.75228862871945e-154,"AT3G61750"
"AT2G21050",3.93431647657833e-39,0.335881325086082,0.139,0.037,7.22222475605484e-35,"AT2G21050"
"AT1G07880",0,0.941313055159152,0.687,0.038,0,"AT1G07880"
"AT5G26960",7.25695963531029e-197,0.250085305917916,0.387,0.038,1.33216008025391e-192,"AT5G26960"
"AT5G24470",2.77099949060612e-140,0.333277962650081,0.309,0.038,5.08672376490566e-136,"AT5G24470"
"AT1G76130",1.10134134002779e-208,0.299512219819188,0.405,0.039,2.02173229788901e-204,"AT1G76130"
"AT5G44680",4.53470618895534e-196,0.456923514972606,0.379,0.039,8.32436015106531e-192,"AT5G44680"
"AT5G47550",1.62476244832804e-304,0.662719301818534,0.504,0.04,2.98257642639578e-300,"AT5G47550"
"AT1G76260",3.03835822883996e-236,0.300710438124068,0.44,0.04,5.57751420068152e-232,"AT1G76260"
"AT3G51940",7.528073859559e-195,0.253933092188694,0.39,0.041,1.38192851839925e-190,"AT3G51940"
"AT1G79440",2.0964842048778e-253,0.324177011184686,0.465,0.042,3.84851605489418e-249,"AT1G79440"
"AT4G08685",2.33490565726176e-224,0.345384947174394,0.429,0.042,4.28618631503542e-220,"AT4G08685"
"AT2G17030",3.04491064014023e-209,0.284806089059556,0.409,0.042,5.58954246210542e-205,"AT2G17030"
"AT3G58850",7.34987027407239e-169,0.310160512223596,0.35,0.042,1.34921568621147e-164,"AT3G58850"
"AT5G23400",1.97277542390496e-112,0.289811187054374,0.272,0.042,3.62142384566233e-108,"AT5G23400"
"AT4G29020",2.13525328120785e-41,0.495664777850884,0.156,0.042,3.91968444831325e-37,"AT4G29020"
"AT3G25900",0,0.719758202140975,0.7,0.043,0,"AT3G25900"
"AT5G67110",9.50087103524498e-285,0.408138214784752,0.494,0.043,1.74407489593992e-280,"AT5G67110"
"AT5G06710",7.86922413061244e-201,0.402075085091474,0.398,0.043,1.44455347365653e-196,"AT5G06710"
"AT5G05090",0,0.829579496653384,0.596,0.044,0,"AT5G05090"
"AT2G46290",0,2.41202299039958,0.992,0.044,0,"AT2G46290"
"AT1G64390",3.37262475933825e-286,0.485870395880673,0.497,0.045,6.19112727071723e-282,"AT1G64390"
"AT3G20015",5.75884450569664e-191,0.312428830429452,0.388,0.045,1.05715108591073e-186,"AT3G20015"
"AT1G45130",3.04747839514567e-168,0.29187885451856,0.36,0.045,5.5942560899689e-164,"AT1G45130"
"AT1G15670",2.74120807101491e-135,0.462054325292739,0.308,0.045,5.03203565596207e-131,"AT1G15670"
"AT2G41990",0,0.530897919022137,0.559,0.046,0,"AT2G41990"
"AT3G18070",1.2183027217003e-218,0.28833579373639,0.424,0.046,2.23643830622523e-214,"AT3G18070"
"AT5G03530",2.71853094807794e-205,0.308499470196156,0.411,0.046,4.99040726138668e-201,"AT5G03530"
"AT4G37670",0,0.467678346667772,0.538,0.047,0,"AT4G37670"
"ATMG00960",0,0.786989164562632,0.72,0.047,0,"ATMG00960"
"AT5G60120",7.36835864097649e-180,0.2583924541919,0.38,0.047,1.35260959572405e-175,"AT5G60120"
"AT1G21460",1.35907348212796e-178,0.571433895304333,0.37,0.047,2.4948511911423e-174,"AT1G21460"
"AT3G25600",1.94684427311792e-127,0.376026543002113,0.303,0.047,3.57382203216256e-123,"AT3G25600"
"AT1G77230",0,0.479255134997772,0.615,0.048,0,"AT1G77230"
"AT2G42260",0,0.944543762290565,0.633,0.048,0,"AT2G42260"
"AT5G50340",8.33414968829577e-209,0.269637714155333,0.417,0.048,1.52989985828045e-204,"AT5G50340"
"AT4G18670",1.30968557744514e-180,0.307615864258616,0.382,0.048,2.40418981451604e-176,"AT4G18670"
"AT2G31390",2.92563227185473e-116,0.284414936243176,0.289,0.048,5.37058316144372e-112,"AT2G31390"
"AT3G55120",1.93976379932922e-33,0.260494996891691,0.146,0.048,3.56082440642864e-29,"AT3G55120"
"AT2G32280",6.42138214044606e-168,0.28301442843055,0.368,0.049,1.17877311952168e-163,"AT2G32280"
"AT3G62920",4.11506332882424e-269,0.366036512938627,0.489,0.05,7.55402175272266e-265,"AT3G62920"
"AT5G14390",2.59840007172647e-237,0.309616529128091,0.457,0.05,4.76988301166829e-233,"AT5G14390"
"AT2G43820",2.51003560982892e-296,0.802150503068933,0.513,0.051,4.60767236896295e-292,"AT2G43820"
"AT4G33130",2.30335634408354e-230,0.368264104903633,0.446,0.051,4.22827124083415e-226,"AT4G33130"
"AT5G54960",1.39710242326009e-180,0.253542569282945,0.389,0.051,2.56466091837855e-176,"AT5G54960"
"AT5G65390",1.79825353904658e-101,0.400200224970435,0.27,0.051,3.30105402162781e-97,"AT5G65390"
"AT1G74090",3.41442890428002e-17,0.287390797361521,0.113,0.051,6.26786713958683e-13,"AT1G74090"
"AT2G19310",3.67632377401235e-159,0.259805106167343,0.362,0.052,6.74862755195448e-155,"AT2G19310"
"AT5G10200",0,0.567701662107755,0.616,0.053,0,"AT5G10200"
"AT3G50750",1.42369826384383e-278,0.389703130856609,0.507,0.053,2.61348290293813e-274,"AT3G50750"
"AT5G01500",1.80396566014843e-233,0.345131621084869,0.455,0.053,3.31153976233447e-229,"AT5G01500"
"AT5G51540",0,0.608751646584965,0.691,0.054,0,"AT5G51540"
"AT4G14830",7.76473859695297e-278,0.360457768215981,0.509,0.054,1.42537306424266e-273,"AT4G14830"
"AT5G51710",2.03242948860755e-249,0.373255352229526,0.473,0.054,3.73093081223688e-245,"AT5G51710"
"AT1G66350",0,0.519457436801631,0.607,0.055,0,"AT1G66350"
"AT2G15580",2.54794133885882e-248,0.460987633221248,0.471,0.055,4.67725591574314e-244,"AT2G15580"
"AT3G54740",2.39075577892284e-189,0.263176010519887,0.406,0.055,4.38871038336867e-185,"AT3G54740"
"AT5G19151",1.819598985464e-188,0.265593302959174,0.4,0.055,3.34023785761626e-184,"AT5G19151"
"ATMG01190",0,2.95333179297689,0.997,0.056,0,"ATMG01190"
"AT3G24150",1.39220706732455e-281,0.384613667915788,0.513,0.056,2.55567451348768e-277,"AT3G24150"
"AT1G68760",2.03923847929115e-281,0.45684616387254,0.509,0.056,3.74343007643477e-277,"AT1G68760"
"AT5G06390",7.60168167756184e-193,0.284607494996236,0.413,0.056,1.39544070555003e-188,"AT5G06390"
"AT5G55400",0,0.446530660635074,0.564,0.057,0,"AT5G55400"
"AT2G40960",0,0.655963599358095,0.692,0.058,0,"AT2G40960"
"AT4G29080",0,0.612255262557467,0.6,0.058,0,"AT4G29080"
"AT3G06600",5.61336882293744e-260,0.485406171341804,0.488,0.058,1.03044611482663e-255,"AT3G06600"
"AT1G12100",0,1.47066381201,0.543,0.059,0,"AT1G12100"
"AT1G23170",0,0.73240479448031,0.741,0.059,0,"AT1G23170"
"AT2G23360",1.84315159428454e-242,0.361878231133334,0.473,0.059,3.38347338162813e-238,"AT2G23360"
"AT2G42040",9.85158197658168e-199,0.298767347029548,0.42,0.059,1.8084549034411e-194,"AT2G42040"
"AT1G03590",5.45641045168027e-225,0.301015124177123,0.463,0.06,1.00163326661495e-220,"AT1G03590"
"AT5G60460",0,0.766111777189781,0.717,0.061,0,"AT5G60460"
"AT3G54960",1.87138529857927e-277,0.448625565764823,0.514,0.061,3.43530199260197e-273,"AT3G54960"
"AT1G69780",9.96844808310237e-93,0.28223845685137,0.275,0.061,1.8299080146151e-88,"AT1G69780"
"AT1G08250",6.53172797225149e-187,0.263495597013629,0.412,0.062,1.19902930386621e-182,"AT1G08250"
"AT3G25700",5.29403468093802e-181,0.258793227011729,0.404,0.062,9.71825946379793e-177,"AT3G25700"
"AT1G56580",2.19766204791531e-48,0.276196019828475,0.203,0.062,4.03424822135813e-44,"AT1G56580"
"AT1G64600",3.87969594750437e-243,0.33643938821346,0.48,0.063,7.12195785083378e-239,"AT1G64600"
"AT5G05920",1.11476853466648e-207,0.276156466109329,0.44,0.063,2.04638059908726e-203,"AT5G05920"
"AT3G15390",2.01813346148105e-191,0.273943536541172,0.425,0.063,3.70468759524077e-187,"AT3G15390"
"AT2G41490",1.51479693726959e-185,0.272986025285836,0.413,0.063,2.78071273774579e-181,"AT2G41490"
"AT2G34060",3.83531626163454e-129,0.290896232887391,0.33,0.064,7.04049006148252e-125,"AT2G34060"
"AT5G50440",0,0.540913387030323,0.594,0.065,0,"AT5G50440"
"AT3G13720",7.70232724978465e-175,0.292709892273463,0.404,0.066,1.41391621324297e-170,"AT3G13720"
"AT1G64630",8.53613761183224e-229,0.31202964201728,0.473,0.067,1.56697878140404e-224,"AT1G64630"
"AT4G23490",9.95182387220276e-180,0.258427753647724,0.412,0.067,1.82685630822026e-175,"AT4G23490"
"AT1G60890",1.67273108728441e-161,0.271076095407724,0.389,0.067,3.070632456928e-157,"AT1G60890"
"AT5G62950",0,0.493026786977897,0.622,0.068,0,"AT5G62950"
"AT3G51650",6.46289759841827e-190,0.288346197525457,0.427,0.068,1.18639411214164e-185,"AT3G51650"
"AT5G02320",3.7365423542564e-176,0.265379812486342,0.41,0.068,6.85917079970847e-172,"AT5G02320"
"AT1G27340",1.72697077425024e-281,0.422143100090798,0.534,0.07,3.17020025029116e-277,"AT1G27340"
"AT5G22070",5.96497109067894e-228,0.339544277967886,0.474,0.07,1.09498974311593e-223,"AT5G22070"
"ATMG00520",0,1.6659494338539,0.94,0.071,0,"ATMG00520"
"AT1G22160",5.2396209158867e-110,0.276560496280713,0.316,0.071,9.61837211529322e-106,"AT1G22160"
"AT3G02050",2.01889051019874e-266,0.427705204201827,0.519,0.072,3.70607730957182e-262,"AT3G02050"
"AT3G21700",1.598943711651e-182,0.315653718676686,0.423,0.072,2.93518097147774e-178,"AT3G21700"
"AT1G13000",2.98097683718699e-157,0.25699983215684,0.393,0.072,5.47217918002416e-153,"AT1G13000"
"AT1G48480",4.7006237007586e-146,0.254139660050933,0.373,0.072,8.62893492748256e-142,"AT1G48480"
"AT1G28050",1.96153867255897e-145,0.317683748873776,0.379,0.072,3.6007965412165e-141,"AT1G28050"
"AT3G25890",3.43265642931002e-145,0.257212298208347,0.371,0.072,6.30132740728441e-141,"AT3G25890"
"AT1G11440",0,0.479724728659201,0.578,0.073,0,"AT1G11440"
